transaction_number,transaction_date,transaction_type,transaction_description,debit_amount,credit_amount,balance,category,location_city,location_country,amount,direction
3177,2019-08-27,DEB,TFW RAIL SERVICES,50.4,,6597.43,Travel,Unknown,Unknown,50.4,debit
3178,2019-08-27,DEB,BRS WDF MAIN,20.83,,6647.83,Other Shopping,Bristol,Unknown,20.83,debit
3179,2019-08-27,DEB,M&S SIMPLY FOOD SS,8.0,,6668.66,Groceries,Swansea,UK,8.0,debit
3180,2019-08-27,DEB,STARBUCKS COFFEE C,4.05,,6676.66,Dine Out,Unknown,Unknown,4.05,debit
3181,2019-08-27,DEB,Audible.co.uk,7.99,,6680.71,Entertainment,Swansea,UK,7.99,debit
3182,2019-08-27,DEB,SWANSEA UNI - CATE,4.65,,6688.7,Dine Out,Swansea,UK,4.65,debit
3183,2019-08-27,TFR,R LAWRENCE  24AUG19,,500.0,6693.35,Supplementary Income,Swansea,UK,500.0,credit
3184,2019-08-23,DEB,ZINCO LOUNGE,21.25,,6193.35,Dine Out,Swansea,UK,21.25,debit
3185,2019-08-23,CPT,LNK FABIAN WAY,50.0,,6214.6,Cash,Swansea,UK,50.0,debit
3186,2019-08-22,DD,CORGI HOMEPLAN,14.75,,6264.6,Home Improvement,swansea,UK,14.75,debit
3187,2019-08-22,BP,SAVE THE CHANGE,0.05,,6279.35,Savings,Swansea,UK,0.05,debit
3188,2019-08-21,DEB,WWW.FREEDOM-LEISUR,5.95,,6279.4,Entertainment,Worcester,UK,5.95,debit
3189,2019-08-21,DEB,URBANZENINSTRUCTOR,7.0,,6285.35,Services,Swansea,UK,7.0,debit
3190,2019-08-21,CPT,LNK M&S SWANSEA,60.0,,6292.35,Cash,Swansea,UK,60.0,debit
3191,2019-08-21,DD,VIRGIN MEDIA PYMTS,29.0,,6352.35,Bills,Swansea,UK,29.0,debit
3192,2019-08-21,BP,SAVE THE CHANGE,0.54,,6381.35,Savings,Swansea,UK,0.54,debit
3193,2019-08-20,DEB,AMZNMktplace,19.97,,6381.89,Amazon,Swansea,UK,19.97,debit
3194,2019-08-20,DEB,AMZNMKTPLACE AMAZO,12.99,,6401.86,Amazon,Swansea,UK,12.99,debit
3195,2019-08-20,DEB,TESCO STORES 4628,6.5,,6414.85,Groceries,Unknown,Unknown,6.5,debit
3196,2019-08-20,BP,SAVE THE CHANGE,1.11,,6421.35,Savings,Swansea,UK,1.11,debit
3197,2019-08-19,DEB,WWW.III.CO.UK DE,900.0,,6422.46,Investment,Nottingham,UK,900.0,debit
3198,2019-08-19,DEB,Audible.co.uk,4.41,,7322.46,Entertainment,Swansea,UK,4.41,debit
3199,2019-08-19,DEB,SCANDIC AARHUS CIT,21.48,,7326.87,Travel,Aarhus,Denmark,21.48,debit
3200,2019-08-19,BP,SAVE THE CHANGE,5.74,,7348.35,Savings,Swansea,UK,5.74,debit
3201,2019-08-19,CPT,LNK 90146901 SA1 G,40.0,,7354.09,Cash,Unknown,Unknown,40.0,debit
3202,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7394.09,Others,Swansea,UK,0.5,debit
3203,2019-08-19,DEB,NON-GBP TRANS FEE,1.63,,7394.59,Others,Swansea,UK,1.63,debit
3204,2019-08-19,DEB,AMISTATISLANDHOSTE,54.72,,7396.22,Hotels,Illes Balears,Spain,54.72,debit
3205,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7450.94,Others,Swansea,UK,0.5,debit
3206,2019-08-19,DEB,NON-GBP TRANS FEE,1.15,,7451.44,Others,Swansea,UK,1.15,debit
3207,2019-08-19,DEB,MIB AARHUS LUFTHAV,38.72,,7452.59,Dine Out,Aarhus,Denmark,38.72,debit
3208,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7491.31,Others,Swansea,UK,0.5,debit
3209,2019-08-19,DEB,NON-GBP TRANS FEE,0.42,,7491.81,Others,Swansea,UK,0.42,debit
3210,2019-08-19,DEB,MIDTTRAFIK,14.18,,7492.23,Travel,Unknown,Unknown,14.18,debit
3211,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7506.41,Others,Swansea,UK,0.5,debit
3212,2019-08-19,DEB,NON-GBP TRANS FEE,0.33,,7506.91,Others,Swansea,UK,0.33,debit
3213,2019-08-19,DEB,MIB AARHUS LUFTHAV,11.1,,7507.24,Dine Out,Aarhus,Denmark,11.1,debit
3214,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7518.34,Others,Swansea,UK,0.5,debit
3215,2019-08-19,DEB,NON-GBP TRANS FEE,0.53,,7518.84,Others,Swansea,UK,0.53,debit
3216,2019-08-19,DEB,TAXAS KUNDECENTER,18.01,,7519.37,Services,Swansea,UK,18.01,debit
3217,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7537.38,Others,Swansea,UK,0.5,debit
3218,2019-08-19,DEB,NON-GBP TRANS FEE,0.4,,7537.88,Others,Swansea,UK,0.4,debit
3219,2019-08-19,DEB,SHAKSHUKA,13.57,,7538.28,Dine Out,Unknown,Unknown,13.57,debit
3220,2019-08-19,DEB,NON-GBP PURCH FEE,0.5,,7551.85,Others,Swansea,UK,0.5,debit
3221,2019-08-19,DEB,NON-GBP TRANS FEE,0.19,,7552.35,Others,Swansea,UK,0.19,debit
3222,2019-08-19,DEB,DEEDEES ApS,6.41,,7552.54,Dine Out,Aarhus,Denmark,6.41,debit
3223,2019-08-16,DEB,NON-GBP PURCH FEE,0.5,,7558.95,Others,Swansea,UK,0.5,debit
3224,2019-08-16,DEB,NON-GBP TRANS FEE,0.42,,7559.45,Others,Swansea,UK,0.42,debit
3225,2019-08-16,DEB,MIDTTRAFIK,14.26,,7559.87,Travel,Unknown,Unknown,14.26,debit
3226,2019-08-16,DEB,RADISSON BLU HOTEL,114.3,,7574.13,Hotels,Leeds,UK,114.3,debit
3227,2019-08-16,DEB,AMZNMKTPLACE AMAZO,5.99,,7688.43,Amazon,Swansea,UK,5.99,debit
3228,2019-08-16,DD,O2,23.38,,7694.42,Other Shopping,Swansea,UK,23.38,debit
3229,2019-08-16,BP,SAVE THE CHANGE,1.22,,7717.8,Savings,Swansea,UK,1.22,debit
3230,2019-08-16,BGC,SWANSEA UNIVERSITY,,1695.55,7719.02,Supplementary Income,Swansea,UK,1695.55,credit
3231,2019-08-15,DEB,TFW RAIL SERVICES,97.1,,6023.47,Travel,Unknown,Unknown,97.1,debit
3232,2019-08-15,DEB,Brontosaurus Vegan,12.99,,6120.57,Dine Out,Swansea,UK,12.99,debit
3233,2019-08-15,DEB,RYANAIR   224000,28.69,,6133.56,Travel,Unknown,Unknown,28.69,debit
3234,2019-08-15,BP,SAVE THE CHANGE,0.01,,6162.25,Savings,Swansea,UK,0.01,debit
3235,2019-08-14,DEB,RYANAIR   224000,29.0,,6162.26,Travel,Unknown,Unknown,29.0,debit
3236,2019-08-14,DEB,AMZNMktplace,16.99,,6191.26,Amazon,Swansea,UK,16.99,debit
3237,2019-08-14,BP,SAVE THE CHANGE,0.11,,6208.25,Savings,Swansea,UK,0.11,debit
3238,2019-08-13,DEB,WWW.III.CO.UK DE,1100.0,,6208.36,Investment,Nottingham,UK,1100.0,debit
3239,2019-08-13,DEB,SAINSBURYS S/MKTS,16.9,,7308.36,Groceries,Unknown,Unknown,16.9,debit
3240,2019-08-13,DEB,AMZNMktplace,9.99,,7325.26,Amazon,Swansea,UK,9.99,debit
3241,2019-08-13,CPT,LNK TESCO FABIAN W,60.0,,7335.25,Cash,Swansea,UK,60.0,debit
3242,2019-08-13,BP,SAVE THE CHANGE,0.45,,7395.25,Savings,Swansea,UK,0.45,debit
3243,2019-12-08,TFR,R LAWRENCE,,1100.0,7395.7,Supplementary Income,Swansea,UK,1100.0,credit
3244,2019-12-08,DEB,COFFEE#1 SWANSEA,8.55,,6295.7,Dine Out,Swansea,UK,8.55,debit
3245,2019-12-08,BP,SAVE THE CHANGE,4.55,,6304.25,Savings,Swansea,UK,4.55,debit
3246,2019-12-08,DEB,COFFEE#1 SWANSEA,11.85,,6308.8,Dine Out,Swansea,UK,11.85,debit
3247,2019-12-08,DEB,VALLEY MILL LTD,10.95,,6320.65,Other Shopping,Unknown,Unknown,10.95,debit
3248,2019-12-08,DEB,MARKS&SPENCER PLC,9.7,,6331.6,Clothes,Unknown,Unknown,9.7,debit
3249,2019-12-08,DEB,WILKO RETAIL LIMIT,8.0,,6341.3,Other Shopping,Unknown,Unknown,8.0,debit
3250,2019-12-08,DEB,WILKO RETAIL LIMIT,6.5,,6349.3,Other Shopping,Unknown,Unknown,6.5,debit
3251,2019-12-08,FPO,AMELIA TERESZKIEWI,35.0,,6355.8,Services,Swansea,UK,35.0,debit
3252,2019-12-08,DEB,NON-GBP PURCH FEE,0.5,,6390.8,Others,Swansea,UK,0.5,debit
3253,2019-12-08,DEB,NON-GBP TRANS FEE,0.19,,6391.3,Others,Swansea,UK,0.19,debit
3254,2019-12-08,DEB,HMSHOST AMSTERDAM,6.52,,6391.49,Dine Out,Amsterdam,Netherlands,6.52,debit
3255,2019-12-08,DEB,ZINCO LOUNGE,12.45,,6398.01,Dine Out,Swansea,UK,12.45,debit
3256,2019-12-08,DEB,AMZNMktplace,3.26,,6410.46,Amazon,Swansea,UK,3.26,debit
3257,2019-12-08,DEB,AMZNMktplace,2.97,,6413.72,Amazon,Swansea,UK,2.97,debit
3258,2019-12-08,DEB,AMZNMKTPLACE AMAZO,66.94,,6416.69,Amazon,Swansea,UK,66.94,debit
3259,2019-12-08,CPT,LNK SWANSEA CITY C,50.0,,6483.63,Cash,Swansea,UK,50.0,debit
3260,2019-12-08,DEB,NON-GBP PURCH FEE,0.5,,6533.63,Others,Swansea,UK,0.5,debit
3261,2019-12-08,DEB,NON-GBP TRANS FEE,1.38,,6534.13,Others,Swansea,UK,1.38,debit
3262,2019-12-08,DEB,DELTA AIR   Baggag,46.3,,6535.51,Travel,Unknown,Unknown,46.3,debit
3263,2019-09-08,CPT,LNK TESCO FABIAN W,60.0,,6581.81,Cash,Swansea,UK,60.0,debit
3264,2019-09-08,DEB,NON-GBP PURCH FEE,0.5,,6641.81,Others,Swansea,UK,0.5,debit
3265,2019-09-08,DEB,NON-GBP TRANS FEE,1.4,,6642.31,Others,Swansea,UK,1.4,debit
3266,2019-09-08,DEB,NEWSLINK 16 BOS,47.01,,6643.71,Other Shopping,Boston,USA,47.01,debit
3267,2019-08-08,DEB,WWW.III.CO.UK DE,100.0,,6690.72,Investment,Swansea,UK,100.0,debit
3268,2019-07-08,DD,THE GYM LTD,14.99,,6790.72,Fitness,Swansea,UK,14.99,debit
3269,2019-07-08,BP,SAVE THE CHANGE,0.53,,6805.71,Savings,Swansea,UK,0.53,debit
3270,2019-06-08,DEB,WWW.III.CO.UK DE,1000.0,,6806.24,Investment,Swansea,UK,1000.0,debit
3271,2019-06-08,DEB,NON-GBP PURCH FEE,0.5,,7806.24,Others,Swansea,UK,0.5,debit
3272,2019-06-08,DEB,NON-GBP TRANS FEE,1.06,,7806.74,Others,Swansea,UK,1.06,debit
3273,2019-06-08,DEB,WHOLEFDS BLH 10091,35.47,,7807.8,Groceries ,Unknown,Unknown,35.47,debit
3274,2019-05-08,BP,SAVE THE CHANGE,0.44,,7843.27,Savings,Swansea,UK,0.44,debit
3275,2019-05-08,DEB,NON-GBP PURCH FEE,0.5,,7843.71,Others,Swansea,UK,0.5,debit
3276,2019-05-08,DEB,NON-GBP TRANS FEE,1.16,,7844.21,Others,Swansea,UK,1.16,debit
3277,2019-05-08,DEB,SHAWS #0677,38.88,,7845.37,Services,Swansea,UK,38.88,debit
3278,2019-02-08,DEP,CLUB LLOYDS WAIVED,,3.0,7884.25,Supplementary Income,Swansea,UK,3.0,credit
3279,2019-02-08,PAY,CLUB LLOYDS FEE,3.0,,7881.25,Bills,Swansea,UK,3.0,debit
3280,2019-02-08,DEB,NON-GBP PURCH FEE,0.5,,7884.25,Others,Swansea,UK,0.5,debit
3281,2019-02-08,DEB,NON-GBP TRANS FEE,0.7,,7884.75,Others,Swansea,UK,0.7,debit
3282,2019-02-08,DEB,SAVERS - 1207,23.68,,7885.45,Other Shopping,Unknown,Unknown,23.68,debit
3283,2019-02-08,BP,SAVE THE CHANGE,0.04,,7909.13,Savings,Swansea,UK,0.04,debit
3284,2019-01-08,Unknown,INTEREST (GROSS),,5.53,7909.17,Interest,Swansea,UK,5.53,credit
3285,2019-01-08,DD,CC SWANSEA C.TAX,147.0,,7903.64,Bills,Swansea,UK,147.0,debit
3286,2019-01-08,DD,GOOD ENERGY LTD,50.0,,8050.64,Bills,Swansea,UK,50.0,debit
3287,2019-01-08,DD,DWR CYMRU W WATER,32.5,,8100.64,Bills,Swansea,UK,32.5,debit
3288,2019-01-08,DD,ZURICH,20.69,,8133.14,Insurance,Swansea,UK,20.69,debit
3289,2019-01-08,DEB,NON-GBP PURCH FEE,0.5,,8153.83,Others,Swansea,UK,0.5,debit
3290,2019-01-08,DEB,NON-GBP TRANS FEE,0.98,,8154.33,Others,Swansea,UK,0.98,debit
3291,2019-01-08,DEB,GAP US 822,32.96,,8155.31,Clothes,Unknown,Unknown,32.96,debit
3292,2019-01-08,SO,ESAVINGS ACCOUNT,300.0,,8188.27,Savings,Swansea,UK,300.0,debit
3293,2019-01-08,BP,SAVE THE CHANGE,0.75,,8488.27,Savings,Swansea,UK,0.75,debit
3294,2019-07-31,DEB,DOUBLETREE BY HILT,101.25,,8489.02,Hotels,Unknown,Unknown,101.25,debit
3295,2019-07-31,DD,UCU B ACCOUNT,24.26,,8590.27,Others,Swansea,UK,24.26,debit
3296,2019-07-31,BP,SAVE THE CHANGE,0.6,,8614.53,Savings,Swansea,UK,0.6,debit
3297,2019-07-31,BGC,SWANSEA UNI - PAY,,3265.85,8615.13,Paycheck,Swansea,UK,3265.85,credit
3298,2019-07-30,DEB,NON-GBP CASH FEE,1.5,,5349.28,Others,Swansea,UK,1.5,debit
3299,2019-07-30,DEB,NON-GBP TRANS FEE,4.97,,5350.78,Others,Swansea,UK,4.97,debit
3300,2019-07-30,DEB,*EASTERN AVENUE RE,166.24,,5355.75,Home Improvement,swansea,UK,166.24,debit
3301,2019-07-30,DEB,TFW RAIL SERVICES,50.4,,5521.99,Travel,Unknown,Unknown,50.4,debit
3302,2019-07-30,BP,SAVE THE CHANGE,0.99,,5572.39,Savings,Swansea,UK,0.99,debit
3303,2019-07-29,DEB,Brontosaurus Vegan,15.52,,5573.38,Dine Out,Swansea,UK,15.52,debit
3304,2019-07-29,DEB,AMZNMktplace,199.49,,5588.9,Amazon,Swansea,UK,199.49,debit
3305,2019-07-29,DEB,URBANZENINSTRUCTOR,7.0,,5788.39,Services,Swansea,UK,7.0,debit
3306,2019-07-29,CPT,LOYD LOYD 802 OXFO,50.0,,5795.39,Cash,Swansea,UK,50.0,debit
3307,2019-07-26,BP,SAVE THE CHANGE,1.61,,5845.39,Savings,Swansea,UK,1.61,debit
3308,2019-07-26,BGC,SWANSEA UNIVERSITY,,38.31,5847.0,Supplementary Income,Swansea,UK,38.31,credit
3309,2019-07-25,DEB,NON-GBP PURCH FEE,0.5,,5808.69,Others,Swansea,UK,0.5,debit
3310,2019-07-25,DEB,NON-GBP TRANS FEE,0.69,,5809.19,Others,Swansea,UK,0.69,debit
3311,2019-07-25,DEB,ASKCRAIG,23.34,,5809.88,Entertainment,Unknown,Unknown,23.34,debit
3312,2019-07-25,DEB,RYANAIR   224000,49.97,,5833.22,Travel,Unknown,Unknown,49.97,debit
3313,2019-07-25,DEB,NON-GBP PURCH FEE,0.5,,5883.19,Others,Swansea,UK,0.5,debit
3314,2019-07-25,DEB,NON-GBP TRANS FEE,0.83,,5883.69,Others,Swansea,UK,0.83,debit
3315,2019-07-25,DEB,RYANAIR   000000,28.08,,5884.52,Travel,Unknown,Unknown,28.08,debit
3316,2019-07-25,CPT,LNK TESCO FABIAN W,100.0,,5912.6,Cash,Swansea,UK,100.0,debit
3317,2019-07-25,BP,SAVE THE CHANGE,0.01,,6012.6,Savings,Swansea,UK,0.01,debit
3318,2019-07-24,DEB,Audible.co.uk,7.99,,6012.61,Entertainment,Swansea,UK,7.99,debit
3319,2019-07-23,BP,SAVE THE CHANGE,0.57,,6020.6,Savings,Swansea,UK,0.57,debit
3320,2019-07-22,DEB,T K MAXX,48.93,,6021.17,Other Shopping,Unknown,Unknown,48.93,debit
3321,2019-07-22,DEB,AMZNMktplace,6.5,,6070.1,Amazon,Swansea,UK,6.5,debit
3322,2019-07-22,DEB,URBANZENINSTRUCTOR,7.0,,6076.6,Services,Swansea,UK,7.0,debit
3323,2019-07-22,TFR,F/FLOW GRINDEYS LL,,1069.68,6083.6,Supplementary Income,Swansea,UK,1069.68,credit
3324,2019-07-22,DD,VIRGIN MEDIA PYMTS,29.0,,5013.92,Bills,Swansea,UK,29.0,debit
3325,2019-07-22,DD,CORGI HOMEPLAN,14.75,,5042.92,Home Improvement,swansea,UK,14.75,debit
3326,2019-07-19,FPO,AMELIA TERESZKIEWI,20.0,,5057.67,Services,Swansea,UK,20.0,debit
3327,2019-07-19,CPT,LNK TESCO FABIAN W,50.0,,5077.67,Cash,Swansea,UK,50.0,debit
3328,2019-07-19,BGC,SWANSEA UNIVERSITY,,1868.98,5127.67,Supplementary Income,Swansea,UK,1868.98,credit
3329,2019-07-18,BP,SAVE THE CHANGE,0.7,,3258.69,Savings,Swansea,UK,0.7,debit
3330,2019-07-17,DEB,SAINSBURYS S/MKTS,10.3,,3259.39,Groceries,Unknown,Unknown,10.3,debit
3331,2019-07-17,BP,SAVE THE CHANGE,0.8,,3269.69,Savings,Swansea,UK,0.8,debit
3332,2019-07-16,FPO,CARL DAVENPORT,60.0,,3270.49,Entertainment,Swansea,UK,60.0,debit
3333,2019-07-16,DEB,AMAZON.CO.UK*MH023,36.2,,3330.49,Amazon,Swansea,UK,36.2,debit
3334,2019-07-16,DD,O2,18.45,,3366.69,Other Shopping,Swansea,UK,18.45,debit
3335,2019-07-16,BP,SAVE THE CHANGE,2.54,,3385.14,Savings,Swansea,UK,2.54,debit
3336,2019-07-15,DEB,Brontosaurus Vegan,18.07,,3387.68,Dine Out,Swansea,UK,18.07,debit
3337,2019-07-15,DEB,MARKS&SPENCER PLC,7.7,,3405.75,Clothes,Unknown,Unknown,7.7,debit
3338,2019-07-15,DEB,Audible.co.uk,18.0,,3413.45,Entertainment,Swansea,UK,18.0,debit
3339,2019-07-15,DEB,ZINCO LOUNGE,7.65,,3431.45,Dine Out,Swansea,UK,7.65,debit
3340,2019-07-15,DEB,AMZNMktplace,3.04,,3439.1,Amazon,Swansea,UK,3.04,debit
3341,2019-07-15,DEB,URBANZENINSTRUCTOR,7.0,,3442.14,Services,Swansea,UK,7.0,debit
3342,2019-07-15,BP,SAVE THE CHANGE,0.97,,3449.14,Savings,Swansea,UK,0.97,debit
3343,2019-07-15,CPT,LNK 1 UNION STREET,200.0,,3450.11,Cash,Leicester,UK,200.0,debit
3344,2019-12-07,DEB,EASYJET   000EXG,298.48,,3650.11,Travel,Unknown,Unknown,298.48,debit
3345,2019-12-07,DEB,HOSTEL WORLD,61.55,,3948.59,Hotels,Unknown,Unknown,61.55,debit
3346,2019-11-07,BP,SAVE THE CHANGE,0.15,,4010.14,Savings,Swansea,UK,0.15,debit
3347,2019-10-07,DEB,ZINCO LOUNGE,19.85,,4010.29,Dine Out,Swansea,UK,19.85,debit
3348,2019-10-07,BP,SAVE THE CHANGE,0.08,,4030.14,Savings,Swansea,UK,0.08,debit
3349,2019-09-07,DEB,AMZNMKTPLACE AMAZO,4.92,,4030.22,Amazon,Swansea,UK,4.92,debit
3350,2019-09-07,CPT,LNK M&S SWANSEA,60.0,,4035.14,Cash,Swansea,UK,60.0,debit
3351,2019-09-07,BP,SAVE THE CHANGE,1.72,,4095.14,Savings,Swansea,UK,1.72,debit
3352,2019-08-07,DEB,TFW RAIL SERVICES,11.8,,4096.86,Travel,Unknown,Unknown,11.8,debit
3353,2019-08-07,DEB,AMZN Mktp UK*M635I,7.43,,4108.66,Amazon,Swansea,UK,7.43,debit
3354,2019-08-07,DEB,SWANSEA UNI - CATE,8.05,,4116.09,Dine Out,Swansea,UK,8.05,debit
3355,2019-08-07,DD,THE GYM LTD,14.99,,4124.14,Fitness,Swansea,UK,14.99,debit
3356,2019-08-07,BP,SAVE THE CHANGE,0.6,,4139.13,Savings,Swansea,UK,0.6,debit
3357,2019-05-07,DEB,AMZNMktplace,14.4,,4139.73,Amazon,Swansea,UK,14.4,debit
3358,2019-05-07,CPT,LNK TESCO FABIAN W,100.0,,4154.13,Cash,Swansea,UK,100.0,debit
3359,2019-05-07,BP,SAVE THE CHANGE,0.19,,4254.13,Savings,Swansea,UK,0.19,debit
3360,2019-04-07,DEB,AMZNMKTPLACE AMAZO,1.81,,4254.32,Amazon,Swansea,UK,1.81,debit
3361,2019-03-07,FPO,AMELIA TERESZKIEWI,40.0,,4256.13,Services,Swansea,UK,40.0,debit
3362,2019-03-07,DEB,Amazon.co.uk*M60AR,9.0,,4296.13,Amazon,Swansea,UK,9.0,debit
3363,2019-03-07,BGC,GOOGLE IRELAND,,82.04,4305.13,Supplementary Income,Swansea,UK,82.04,credit
3364,2019-02-07,DEP,CLUB LLOYDS WAIVED,,3.0,4223.09,Supplementary Income,Swansea,UK,3.0,credit
3365,2019-02-07,PAY,CLUB LLOYDS FEE,3.0,,4220.09,Bills,Swansea,UK,3.0,debit
3366,2019-02-07,DD,ZURICH,20.69,,4223.09,Insurance,Swansea,UK,20.69,debit
3367,2019-02-07,BP,SAVE THE CHANGE,2.77,,4243.78,Savings,Swansea,UK,2.77,debit
3368,2019-01-07,Unknown,INTEREST (GROSS),,5.54,4246.55,Interest,Swansea,UK,5.54,credit
3369,2019-01-07,DEB,ZINCO LOUNGE,13.05,,4241.01,Dine Out,Swansea,UK,13.05,debit
3370,2019-01-07,DEB,ZARA SWANSEA,15.99,,4254.06,Clothes,Swansea,UK,15.99,debit
3371,2019-01-07,DEB,COFFEE#1 SWANSEA,10.75,,4270.05,Dine Out,Swansea,UK,10.75,debit
3372,2019-01-07,DEB,TESCO STORE 3241,8.19,,4280.8,Groceries,Unknown,Unknown,8.19,debit
3373,2019-01-07,DEB,MARKS&SPENCER PLC,1.0,,4288.99,Clothes,Unknown,Unknown,1.0,debit
3374,2019-01-07,DEB,TFW RAIL SERVICES,77.5,,4289.99,Travel,Unknown,Unknown,77.5,debit
3375,2019-01-07,DEB,BIRMINGHAM INT HOT,58.0,,4367.49,Hotels,Birmingham,UK,58.0,debit
3376,2019-01-07,DEB,WASABI BIRMINGHAM,22.75,,4425.49,Dine Out,Birmingham,UK,22.75,debit
3377,2019-01-07,DD,PRINCIPALITY BS,1163.58,,4448.24,Mortgage,Swansea,UK,1163.58,debit
3378,2019-01-07,DD,CC SWANSEA C.TAX,147.0,,5611.82,Bills,Swansea,UK,147.0,debit
3379,2019-01-07,DD,GOOD ENERGY LTD,50.0,,5758.82,Bills,Swansea,UK,50.0,debit
3380,2019-01-07,DD,DWR CYMRU W WATER,32.5,,5808.82,Bills,Swansea,UK,32.5,debit
3381,2019-01-07,SO,ESAVINGS ACCOUNT,300.0,,5841.32,Savings,Swansea,UK,300.0,debit
3382,2019-01-07,BP,SAVE THE CHANGE,0.6,,6141.32,Savings,Swansea,UK,0.6,debit
3383,2019-01-07,CPT,LNK ESTATE AGENTS,50.0,,6141.92,Cash,Leeds,UK,50.0,debit
3384,2019-01-07,CPT,LNK SWANSEA 1,100.0,,6191.92,Cash,Swansea,UK,100.0,debit
3385,2019-06-28,DEB,WWW.III.CO.UK DE,1020.0,,6291.92,Investment,Nottingham,UK,1020.0,debit
3386,2019-06-28,DEB,ZINCO LOUNGE,14.4,,7311.92,Dine Out,Swansea,UK,14.4,debit
3387,2019-06-28,DD,UCU B ACCOUNT,24.26,,7326.32,Others,Swansea,UK,24.26,debit
3388,2019-06-28,BP,SAVE THE CHANGE,0.2,,7350.58,Savings,Swansea,UK,0.2,debit
3389,2019-06-28,BGC,SWANSEA UNI - PAY,,3265.85,7350.78,Paycheck,Swansea,UK,3265.85,credit
3390,2019-06-28,BGC,GOOGLE IRELAND,,0.45,4084.93,Supplementary Income,Swansea,UK,0.45,credit
3391,2019-06-27,DEB,WWW.III.CO.UK DE,2200.0,,4084.48,Investment,Nottingham,UK,2200.0,debit
3392,2019-06-27,DEB,TFW RAIL SERVICES,11.8,,6284.48,Travel,Unknown,Unknown,11.8,debit
3393,2019-06-27,BP,SAVE THE CHANGE,2.31,,6296.28,Savings,Swansea,UK,2.31,debit
3394,2019-06-26,DEB,Brontosaurus Vegan,25.34,,6298.59,Dine Out,Swansea,UK,25.34,debit
3395,2019-06-26,DEB,MARKS&SPENCER PLC,14.2,,6323.93,Clothes,Unknown,Unknown,14.2,debit
3396,2019-06-26,DEB,AMZNMKTPLACE AMAZO,6.15,,6338.13,Amazon,Swansea,UK,6.15,debit
3397,2019-06-26,TFR,R LAWRENCE,,2000.0,6344.28,Supplementary Income,Swansea,UK,2000.0,credit
3398,2019-06-25,DEB,THE BIKE HUB,90.0,,4344.28,Other Shopping,Unknown,Unknown,90.0,debit
3399,2019-06-25,CPT,LNK TESCO FABIAN W,40.0,,4434.28,Cash,Swansea,UK,40.0,debit
3400,2019-06-25,BP,SAVE THE CHANGE,1.09,,4474.28,Savings,Swansea,UK,1.09,debit
3401,2019-06-24,DEB,Amazon.co.uk*M62FO,56.03,,4475.37,Amazon,Swansea,UK,56.03,debit
3402,2019-06-24,DEB,AMZNMktplace,24.94,,4531.4,Amazon,Swansea,UK,24.94,debit
3403,2019-06-24,DEB,AMZNMktplace,19.95,,4556.34,Amazon,Swansea,UK,19.95,debit
3404,2019-06-24,DEB,Audible.co.uk,7.99,,4576.29,Entertainment,Swansea,UK,7.99,debit
3405,2019-06-24,DD,CORGI HOMEPLAN,14.75,,4584.28,Home Improvement,swansea,UK,14.75,debit
3406,2019-06-24,BP,SAVE THE CHANGE,0.4,,4599.03,Savings,Swansea,UK,0.4,debit
3407,2019-06-24,CPT,LNK 1 UNION STREET,60.0,,4599.43,Cash,Leicester,UK,60.0,debit
3408,2019-06-21,DEB,SAINSBURY'S S/MKT,6.6,,4659.43,Groceries,Unknown,Unknown,6.6,debit
3409,2019-06-21,CPT,LNK TESCO FABIAN W,60.0,,4666.03,Cash,Swansea,UK,60.0,debit
3410,2019-06-21,DD,VIRGIN MEDIA PYMTS,29.0,,4726.03,Bills,Swansea,UK,29.0,debit
3411,2019-06-20,DEB,WWW.III.CO.UK DE,4000.0,,4755.03,Investment,Nottingham,UK,4000.0,debit
3412,2019-06-20,CPT,LNK DIAMOND PROPER,80.0,,8755.03,Cash,Leeds,UK,80.0,debit
3413,2019-06-20,BP,SAVE THE CHANGE,0.33,,8835.03,Savings,Swansea,UK,0.33,debit
3414,2019-06-19,DEB,CANDLES & CO,21.99,,8835.36,Other Shopping,Unknown,Unknown,21.99,debit
3415,2019-06-19,DEB,Audible.co.uk,18.0,,8857.35,Entertainment,Swansea,UK,18.0,debit
3416,2019-06-19,DEB,POST OFFICE COUNTE,16.68,,8875.35,Others,Swansea,UK,16.68,debit
3417,2019-06-19,TFR,R LAWRENCE,,4000.0,8892.03,Supplementary Income,Swansea,UK,4000.0,credit
3418,2019-06-19,BP,SAVE THE CHANGE,0.61,,4892.03,Savings,Swansea,UK,0.61,debit
3419,2019-06-18,DEB,AMZNMKTPLACE AMAZO,18.52,,4892.64,Amazon,Swansea,UK,18.52,debit
3420,2019-06-18,DEB,Amazon.co.uk*M64R1,6.87,,4911.16,Amazon,Swansea,UK,6.87,debit
3421,2019-06-18,BP,SAVE THE CHANGE,0.33,,4918.03,Savings,Swansea,UK,0.33,debit
